FILE_ID	SOURCE	TARGET
2013-004397-99	Carcinoma de próstata en pacientes con recidiva bioquímica	Reaparición del cáncer de próstata
2019-004025-24	Carcinoma de pulmón de células no pequeñas localmente avanzado en estadio III	Tumor del pulmón en estadio avanzado
2018-001974-76	carcinoma epidermoide cutáneo localmente avanzado (CEC LA) de alto riesgo	carcinoma epidermoide cutáneo localmente avanzado (cáncer de piel no melanoma)
2018-000053-53	Carcinoma epidermoide esofágico y adenocarcinoma esofágico	cáncer de esófago
2020-002270-26	carcinoma epitelial de ovario, de las trompas de Falopio o peritoneal en estadio avanzado	cáncer de ovario y relacionados
2021-002177-25	Carcinoma escamoso de cabeza y cuello (CECC) o carcinoma colorrectal (CCR) recidivante o resistente (R/R)	Cáncer epidermoide de cabeza y cuello o cáncer colorrectal que se ha extendido a otra parte del cuerpo
2013-002053-30	Carcinoma hepatocelular	Cáncer de hígado
2019-002790-58	Carcinoma Hepatocelular en estadio intermedio (CHC)	Cáncer hepático de fase intermedia
2020-001002-26	Carcinoma hepatocelular irresecable	Tumor hepático irresecable
2017-003983-10	carcinoma hepatocelular irresecable tratado anteriormente	El carcinoma hepatocelular irresecable es un tipo específico de cáncer de hígado que no se puede extirpar mediante cirugía
2017-003302-40	Carcinoma localmente avanzado de células escamosas de la cabeza y el cuello (CCECC)	El carcinoma de células escamosas es un cáncer que aparece de llamadas células escamosas y que se desarrolla en las membranas mucosas de las diferentes estructuras de la boca, garganta y laringe
2014-001745-25	Carcinoma nasofaríngeo (CNF) localmente avanzado o metastásico	Cáncer en el área detrás de la nariz y por encima de la parte posterior de la garganta que ha vuelto a aparecer después de recibir el tratamiento estándar
2016-002778-11	Carcinoma renal avanzado	Cáncer de riñón que ha progresado y cuyos tumores se están agrandando
2019-000854-69	Carcinoma urotelial avanzado	Cáncer de vejiga avanzado
2020-005565-13	Carcinoma urotelial de vejiga músculo-invasivo	Cáncer de vejiga 
2021-000205-24	Carcinoma urotelial localmente avanzado o metastásico no tratado previamente	Cáncer de vejiga avanzado o metastásico
2016-004340-11	carcinoma urotelial metastásico o localmente avanzado que haya progresado tras haber recibido previamente quimioterapia con platino que sea positivo al receptor FGF 1 y 3 mediante mRNA	cáncer de vejiga metástasico o localmente avanzado con una elevada cantidad de receptores específicos de crecimiento celular 1 y 3 (FGFR 1 y 3) en células tumorales
2020-004223-16	Carcinoma Urotelial que requiera cistectomía radical con disección bilateral de ganglios linfáticos pélvicos	Cáncer en las células que recubren la vejiga que requiere la extirpación quirúrgica de la misma
2020-002478-28	Carcinoma vesical de células uroteliales	Cancer superficial de vejiga
2020-000253-27	Carcinomas basocelulares (CBC) en pacientes con síndrome de Gorlin	Cáncer de piel en pacientes con síndrome de Gorlin
2013-004321-83	Carcinomas de origen primario desconocido	Cáncer en donde la localización primaria es desconocida
2014-002850-38	carcinomatosis peritoneal ovárica	cáncer de ovario avanzado
2015-003621-33	Cardiopatía isquémica en pacientes diabéticos	Enfermedad en los vasos pequeños del corazón en pacientes diabéticos
2018-000201-24	Cardiopatía isquémica refractaria a tratamiento médico y quirúrgico	Cardiopatía isquémica no candidata a más tratamientos médicos y quirúrgicos
2020-004805-30	Charcot-Marie-Tooth tipo 1A	Neuropatía motora y sensorial hereditaria
2018-000404-42	Choque septico	Sepsis con severo deterioro circulatorio
2012-004355-37	Cicatrización cutánea hipertrófica	Elevada cicatrización cutánea
2016-003240-37	Cirrosis hepática y trombosis de la vena porta	Enfermedad hepática en fase avanzada, con posibilidad de desarrollar trombosis en la vena porta (oclusión de la vena que lleva la sangre al hígado)
2018-004738-14	Cirugía reconstructiva de piel en carcinoma basocelular (Cirugía de Mohs)	Cirugía de reconstrucción de la piel en pacientes con un tipo de cancer de piel que afecta las células basales
2019-001017-16	Cistitis aguda	Infección urinaria
2020-000722-26	Cistitis hemorrágica asociada a virus después de trasplante alogénico de células hematopoyéticas	Inflamación de la vejiga causada por una infección viral después de un trasplante de médula ósea
2015-004805-17	Clostridium difficile-asociado a diarrea (CDAD)	Infección intestinal debida a Clostridium difficile
2014-005097-11	CNMP localmente avanzado en estadio IIIA/B	Tipo de cáncer de pulmón llamado "cáncer de pulmón de células no pequeñas (CNMP)" que se ha extendido a nivel local en la zona del pulmón , pero no a los órganos y tejidos distantes 
2019-002795-13	Cohorte de pacientes pediátricos trasplantados renales (con tratamiento estable con tacrolimus como inmunosupresor)	Pacientes pediátricos (menores de 17 años) trasplantados renales (en tratamiento con tacrolimus a dosis estables, que evita el rechazo del órgano trasplantado)
2018-004004-19	Colangiocarcinoma	cáncer de vesícula biliar
2018-002647-29	colangiocarcinoma inoperable	Cáncer del conducto biliar que no se puede extirpar con cirugía
2015-005117-72	Colangiocarcinoma no resecable o metastásico	Cáncer de las vias biliares que se ha metastatizado o que no puede extirparse con cirugia
2020-005198-29	Colangitis biliar primaria	Enfermedad hepática en la cual los conductos biliares del hígado se dañan.
2017-003528-62	Colangitis biliar primaria (CBP)	Enfermedad crónica en la que los conductos biliares pequeños en el hígado se dañan y se inflaman y pueden ser destruidos
2019-000204-14	Colangitis Esclerosante Primaria	Colangitis esclerosante primaria es una enfermedad crónica que causa la cicatrización de los conductos biliares. Esto puede bloquear el flujo de bilis que puede ocasionar daños al hígado con el tiempo.
2020-000732-22	Colecistectomía electiva	Extirpación quirúrgica de la vesícula biliar
2017-002325-38	Colestasis intrahepática familiar progresiva de tipo 1 y 2	Se trata de una enfermedad heredada que reduce el flujo de ácidos biliares y provoca una enfermedad progresiva del hígado en niños y jóvenes
2021-001644-10	Colitis Ulcerosa	La colitis ulcerosa es una enfermedad inflamatoria intestinal que provoca inflamación en el revestimiento del intestino grueso con irritación e hinchazón, que puede causar úlceras y hemorragias.
2018-001605-93	Colitis Ulcerosa	La Colitis Ulcerosa es un tipo de trastorno inflamatorio del intestino que causa inflamación (irritación e hinchazón) del revestimiento del intestino grueso (colon) que puede causar úlceras y sangrado
2018-000930-37	Colitis Ulcerosa	Condiciones a largo plazo (crónico) en las que el colon y el recto (intestino grueso) está inflamado
2018-003349-41	Colitis ulcerosa activa	Enfermedad inflamatoria activa de intestino grueso o colon
2020-004300-34	Colitis Ulcerosa activa de moderada a grave (CU)	La colitis ulcerosa es una afección crónica que produce inflamación y úlceras en el colon y el recto. 
2018-003558-26	Colitis ulcerosa de moderada a grave	En colitis ulcerosa, el revestimiento del colon se inflama y desarrolla pequeñas llagas abiertas produciendo pus y mucosidad provocando molestias abdominales y vaciado frecuente del colon (diarrea)
2019-000733-39	Colitis ulcerosa de moderada a intensa	En la colitis ulcerosa el revestimiento del colon se inflama y desarrolla pequeñas llagas abiertas que producen pus y moco. Esto causa molestias abdominales y vaciado frecuente del colon (diarrea). 
2017-003284-35	Colitis Ulcerosa Moderada a Severa	En la Colitis ulcerosa los revestimientos del colon se inflaman y se crean pequeñas heridas abiertas que producen pus y mucosa.
2019-003808-13	Colonización intestinal por Klebsiella pneumoniae productora de carbapenemasa tipo KPC	Colonización intestinal por bacterias resistentes
2013-004838-15	Colonización por enterobacterias multirresistentes en pacientes que han recibido un trasplante renal o hepatico	Infecciones bacterianas en pacientes con trasplante renal o hepatico
2018-001300-10	Combinación de Talimogén Laherparepvec con Atezolizumab en pacientes con cáncer de mama residual tras quimioterapia neoadyuvante	Combinación de Talimogene Laherparepvec (Virus Herpes modificado) con atezolizumab (anticuerpo monoclonal) en pacientes con cáncer de mama residual tras una terapia con quimioterapia convencional durante el estadio temprano de la enfermedad
2019-004089-16	Comparación de la analgesia postoperatoria entre el bloqueo transversus abdominis plane (TAP) mediante abordaje medioaxilar y la infiltración local de las heridas quirúrgicas en las prostatectomías radicales por laparoscopia (PRL)	Comparación de la eficacia de dos técnicas analgésicas para el control del dolor en la cirugía de próstata mediante abordaje laparoscópico
2016-003870-41	Comparación del tratamiento del edema macular diabético con Ozurdex® frente a Ozurdex® más láser en áreas de no perfusión periférica	Comparación de la eficacia del tratamiento de la inflamación macular retiniana debida a la diabetes con ozurdex o con ozurdex más tratamiento de láser en la zona
2014-001661-27	Comparación entre Ticagrelor y Clopidogrel en pacientes con cardiopatía isquémica y Diabetes Mellitus tipo 2	Comparación entre ticagrelor y clopidogrel en pacientes con diabetes mellitus y enfermedad isquémica del corazón
2015-005358-36	Comparación prospectiva, aleatorizada y doble ciego de LY900014 con Humalog en adultos con diabetes de tipo 1 utilizando una infusión subcutánea continua de insulina	Estudio en el que se compara una insulina ultrarrápida en investigación (LY900014) con Humalog administradas mediante bomba de insulina a personas con diabetes de tipo 1
2015-002154-12	Complejo de esclerosis tuberosa (CET o TSC, por su sigla en inglés)	Enfermedad genética con crecimiento tumoral benigno de múltiples síntomas incluidas las crisis epilépticas
2018-001917-34	Complicaciones cardíacas asociadas a la aplicación de hiperoxia perioperatoria en pacientes programados de cirugía colorectal electiva	Oxigenoterapia a altas dosis y complicaciones cardíacas en cirugía colorectal
2013-005116-10	Concentraciones de Elvitegravir en plasma seminal en pacientes infectados por el virus VIH-1	Estudio para medir las concentraciones de Elvitegravir en semen en pacientes infectados por el virus VIH-1
2016-002439-14	Conjuntivitis Adenoviral	ojo rosa
2014-002319-41	Conjuntivitis aguda por adenovirus	Infección de la conjuntiva causada por adenovirus
2016-003361-25	Conjuntivitis bacteriana	ojo rosa
2014-001436-10	CPCNP no escamoso en estadio IIIB, estadio IV o recurrente	Cancer de Pulmon avanzado
2014-005098-35	CPNM en estadio avanzado con mutaciones del exón 20 de HER2	Tipo de cáncer de pulmón llamado "cáncer de pulmón no microcítico (CPNM)" que ha recaído recientemente. Alberga una mutación genética específica en el factor de crecimiento epidérmico humano 2 (HER2)
2017-001905-33	CRECIMIENTO INTRAUTERINO RESTRINGIDO PRECOZ 	CRECIMIENTO INTRAUTERINO MÁS LENTO DE LO QUE CORRESPONDERÍA A LA EDAD DEL FETO
2013-003778-29	Cribado con multiples marcadores y tratamiento aleatorizado con aspirina para la prevención de preeclampsia basado en la evidencia	Cribado y prevención de preeclampsia (tensión arterial alta): Estudio aleatorizado de aspirina vs placebo
2019-002576-14	Crisis convulsivas de inicio focal	La crisis convulsiva de inicio focal es un tipo de epilepsia
2020-005344-27	crisis de inicio parcial (focales)	convulsiones
2021-001433-39	Crisis epilépticas focales (CEF)	Epilepsia
2015-004313-25	Curación de heridas en pacientes de clacifilaxis urémica	acumulación de calcio en los vasos sanguineos
2016-002452-25	De acuerdo con la clasificación ILAE, síndrome epiléptico focal, local, generalizado o indeterminado	Epilepsia
2016-001238-89	DEFICIENCIA DE HIERRO EN PACIENTES CON EPOC: IMPACTO DE LA REPOSICIÓN CON HIERRO CARBOXIMALTOSA	Impacto de la reposición de hierro en pacientes con enfermedad pulmonar obstructiva crónica
2017-003803-22	Deficiencia de piruvato cinasa	Carencia de la enzima de piruvato cinasa
2018-003459-39	Deficiencia de piruvato cinasa. Anemia hemolítica	Carencia de la enzima de piruvato cinasa. Carencia de células rojas de la sangre seguido de su destrucción y eliminación del torrente sanguíneo
