Type	Rank	Freq	Range	NormFreq	NormRange
se describen	715	193	84	207.012	0.418
tratamiento que	715	193	124	207.012	0.617
se forma	719	192	80	205.939	0.398
cuerpo de	720	191	96	204.866	0.478
los hombres	720	191	38	204.866	0.189
mide más	720	191	30	204.866	0.149
si los	720	191	147	204.866	0.731
la glándula	724	190	41	203.794	0.204
para aliviar	724	190	68	203.794	0.338
recuperación y	724	190	87	203.794	0.433
se ha	724	190	76	203.794	0.378
entre los	728	189	68	202.721	0.338
náuseas y	728	189	49	202.721	0.244
problemas de	728	189	50	202.721	0.249
camilla que	731	188	62	201.649	0.308
cáncer nci	731	188	171	201.649	0.851
interior de	731	188	70	201.649	0.348
para hacer	731	188	135	201.649	0.672
para saber	731	188	139	201.649	0.692
radioterapia para	731	188	83	201.649	0.413
continuación solo	737	187	126	200.576	0.627
se aceptan	737	187	116	200.576	0.577
del niño	739	186	50	199.503	0.249
de años	740	185	65	198.431	0.323
parte inferior	740	185	53	198.431	0.264
u otros	740	185	129	198.431	0.642
un examen	740	185	54	198.431	0.269
al cáncer	744	184	137	197.358	0.682
como los	744	184	99	197.358	0.493
de encéfalo	744	184	25	197.358	0.124
determinar el	744	184	122	197.358	0.607
entra en	744	184	89	197.358	0.443
hay un	744	184	88	197.358	0.438
tratamiento con	744	184	75	197.358	0.373
algunas de	751	183	127	196.286	0.632
equipo de	751	183	69	196.286	0.343
esto se	751	183	113	196.286	0.562
los genes	751	183	80	196.286	0.398
quimioterapia combinada	751	183	40	196.286	0.199
uno de	751	183	95	196.286	0.473
estado general	757	182	127	195.213	0.632
haya diseminado	757	182	45	195.213	0.224
linfáticos y	757	182	92	195.213	0.458
los hábitos	757	182	139	195.213	0.692
se extrae	757	182	72	195.213	0.358
tal vez	757	182	102	195.213	0.507
un inhibidor	757	182	55	195.213	0.274
y es	757	182	88	195.213	0.438
de vejiga	765	181	17	194.140	0.085
el esófago	765	181	37	194.140	0.184
en otra	765	181	93	194.140	0.463
están en	765	181	88	194.140	0.438
mediante cirugía	765	181	72	194.140	0.358
tumor mide	765	181	27	194.140	0.134
a mejorar	771	180	136	193.068	0.677
el gen	771	180	62	193.068	0.308
sensación de	771	180	75	193.068	0.373
aprobados para	774	179	58	191.995	0.289
con los	774	179	94	191.995	0.468
de cirugía	774	179	64	191.995	0.318
examen de	774	179	57	191.995	0.284
medicamentos aprobados	774	179	58	191.995	0.289
anticuerpos monoclonales	779	178	37	190.923	0.184
diseminado a	779	178	57	190.923	0.284
drugs approved	779	178	58	190.923	0.289
el panel	779	178	52	190.923	0.259
escáner de	779	178	88	190.923	0.438
estas células	779	178	76	190.923	0.378
hábitos de	779	178	141	190.923	0.701
la superficie	779	178	70	190.923	0.348
la uretra	779	178	22	190.923	0.109
o si	779	178	130	190.923	0.647
planificar el	779	178	91	190.923	0.453
altas de	790	177	61	189.850	0.303
examen del	790	177	132	189.850	0.657
información consulte	790	177	88	189.850	0.438
los glóbulos	790	177	44	189.850	0.219
para revisar	790	177	129	189.850	0.642
tejido el	790	177	88	189.850	0.438
approved for	796	176	57	188.777	0.284
la vida	796	176	30	188.777	0.149
las imágenes	796	176	119	188.777	0.592
o menos	796	176	49	188.777	0.244
al tratamiento	800	174	56	186.632	0.279
el lugar	800	174	112	186.632	0.557
en otros	800	174	145	186.632	0.721
la próstata	800	174	20	186.632	0.100
laboratorio para	800	174	83	186.632	0.413
radioterapia dirigida	800	174	47	186.632	0.234
y entra	800	174	86	186.632	0.428
disemina en	807	173	87	185.560	0.433
el momento	807	173	92	185.560	0.458
en general	807	173	119	185.560	0.592
anatomía del	810	172	87	184.487	0.433
apoyo para	810	172	82	184.487	0.408
se desliza	810	172	49	184.487	0.244
siguientes aspectos	810	172	110	184.487	0.547
su niño	810	172	52	184.487	0.259
tres maneras	810	172	86	184.487	0.428
utilizan pruebas	810	172	86	184.487	0.428
tumores malignos	817	171	78	183.414	0.388
un tubo	817	171	68	183.414	0.338
dosis altas	819	170	47	182.342	0.234
la orina	819	170	37	182.342	0.184
los inhibidores	819	170	47	182.342	0.234
síntomas y	819	170	91	182.342	0.453
tardíos en	819	170	2	182.342	0.010
de su	824	169	58	181.269	0.289
hacer frente	824	169	136	181.269	0.677
líquido cefalorraquídeo	824	169	69	181.269	0.343
sangre y	824	169	56	181.269	0.279
sin esta	824	169	61	181.269	0.303
de crecimiento	829	168	45	180.197	0.224
dos tipos	829	168	98	180.197	0.488
la tiroides	829	168	19	180.197	0.095
que está	829	168	88	180.197	0.438
y otras	829	168	88	180.197	0.438
cambio en	834	167	81	179.124	0.403
estudio para	834	167	79	179.124	0.393
la página	834	167	155	179.124	0.771
son de	834	167	121	179.124	0.602
usa un	834	167	90	179.124	0.448
clínicos tratamiento	839	166	75	178.051	0.373
se ven	839	166	91	178.051	0.453
cualquier otra	841	165	132	176.979	0.657
cuerpo sangre	841	165	86	176.979	0.428
el dibujo	841	165	90	176.979	0.448
sangre se	841	165	105	176.979	0.522
terapias dirigidas	841	165	89	176.979	0.443
acerca del	846	164	133	175.906	0.662
de testículo	846	164	8	175.906	0.040
el corazón	846	164	36	175.906	0.179
forma un	846	164	80	175.906	0.398
se administran	846	164	82	175.906	0.408
si tiene	846	164	118	175.906	0.587
de presentar	852	163	60	174.834	0.299
las glándulas	852	163	45	174.834	0.224
los estadios	852	163	54	174.834	0.269
magnética irm	852	163	103	174.834	0.512
otra cosa	852	163	129	174.834	0.642
revisar el	852	163	125	174.834	0.622
cm o	858	162	32	173.761	0.159
de linfoma	858	162	12	173.761	0.060
el intestino	858	162	40	173.761	0.199
el melanoma	858	162	15	173.761	0.075
estándar o	858	162	145	173.761	0.721
sangre para	858	162	72	173.761	0.358
aceptan a	864	161	120	172.688	0.597
cuerpo donde	864	161	93	172.688	0.463
cáncer también	864	161	101	172.688	0.502
de terminar	864	161	123	172.688	0.612
es de	864	161	38	172.688	0.189
este sumario	864	161	84	172.688	0.418
introduce un	864	161	68	172.688	0.338
las terapias	864	161	95	172.688	0.473
página de	864	161	157	172.688	0.781
y forma	864	161	80	172.688	0.398
y que	864	161	90	172.688	0.448
columna vertebral	875	160	42	171.616	0.209
de enfermedades	875	160	132	171.616	0.657
del útero	875	160	20	171.616	0.100
la afección	875	160	126	171.616	0.627
la columna	875	160	42	171.616	0.209
o cualquier	875	160	127	171.616	0.632
para medir	875	160	77	171.616	0.383
pdq tratamiento	875	160	76	171.616	0.378
se hace	875	160	74	171.616	0.368
tamaño de	875	160	61	171.616	0.303
a que	885	159	89	170.543	0.443
cancerosas o	885	159	106	170.543	0.527
físico y	885	159	132	170.543	0.657
órganos o	885	159	103	170.543	0.512
cáncer penetra	889	158	79	169.471	0.393
la unión	889	158	27	169.471	0.134
que es	889	158	98	169.471	0.488
tumor tumor	889	158	79	169.471	0.393
destruir células	893	157	105	168.398	0.522
el mismo	893	157	105	168.398	0.522
formación de	893	157	113	168.398	0.562
paciente para	893	157	97	168.398	0.483
por otras	893	157	152	168.398	0.756
tratamiento incluye	893	157	44	168.398	0.219
convierte en	899	156	87	167.325	0.433
de rayos	899	156	114	167.325	0.567
el niño	899	156	53	167.325	0.264
procedimientos cirugía	899	156	39	167.325	0.194
se convierte	899	156	88	167.325	0.438
tamaño del	899	156	74	167.325	0.368
tumor en	899	156	60	167.325	0.299
célula t	906	155	28	166.253	0.139
el síndrome	906	155	41	166.253	0.204
enfermedad se	906	155	119	166.253	0.592
la formación	906	155	111	166.253	0.552
muestra la	906	155	82	166.253	0.408
no es	906	155	107	166.253	0.532
que están	906	155	84	166.253	0.418
algunos tratamientos	913	154	122	165.180	0.607
células sanguíneas	913	154	35	165.180	0.174
exterior del	913	154	113	165.180	0.562
glándulas salivales	913	154	11	165.180	0.055
la tráquea	913	154	24	165.180	0.119
más común	913	154	95	165.180	0.473
puede ser	913	154	84	165.180	0.418
radioterapia la	913	154	114	165.180	0.567
del proceso	921	153	121	164.108	0.602
hasta el	921	153	64	164.108	0.318
nci se	921	153	153	164.108	0.761
para algunos	921	153	144	164.108	0.716
una cirugía	921	153	69	164.108	0.343
al tejido	926	152	56	163.035	0.279
cáncer cuando	926	152	91	163.035	0.453
cáncer son	926	152	132	163.035	0.657
encuentra cáncer	926	152	22	163.035	0.109
los primeros	926	152	128	163.035	0.637
clinical trials	931	151	151	161.962	0.751
clinicaltrials gov	931	151	151	161.962	0.751
internet clinical	931	151	151	161.962	0.751
internet clinicaltrials	931	151	151	161.962	0.751
masas o	931	151	119	161.962	0.592
no siempre	931	151	141	161.962	0.701
organizaciones consulte	931	151	151	161.962	0.751
otras organizaciones	931	151	151	161.962	0.751
quimioterapia sistémica	931	151	105	161.962	0.522
se divide	931	151	57	161.962	0.284
siguientes situaciones	931	151	46	161.962	0.229
terminar el	931	151	123	161.962	0.612
trials search	931	151	151	161.962	0.751
tumor y	931	151	62	161.962	0.308
una persona	931	151	58	161.962	0.289
alimentos y	946	150	52	160.890	0.259
cualquier cosa	946	150	124	160.890	0.617
frente al	946	150	132	160.890	0.657
hay dos	946	150	98	160.890	0.488
haz de	946	150	88	160.890	0.438
inyecta un	946	150	104	160.890	0.517
mediante una	946	150	91	160.890	0.453
o al	946	150	111	160.890	0.552
que examinan	946	150	75	160.890	0.373
se examina	946	150	80	160.890	0.398
debajo del	956	149	47	159.817	0.234
del aparato	956	149	45	159.817	0.224
disminuir los	956	149	139	159.817	0.692
enfermedades y	956	149	130	159.817	0.647
o radioterapia	956	149	75	159.817	0.373
que causa	956	149	100	159.817	0.498
aliviar los	962	148	56	158.745	0.279
del hígado	962	148	31	158.745	0.154
diseminó al	962	148	52	158.745	0.259
es eficaz	962	148	119	158.745	0.592
es mejor	962	148	131	158.745	0.652
estándar cirugía	962	148	74	158.745	0.368
la atención	962	148	28	158.745	0.139
prevenir el	962	148	30	158.745	0.149
primario de	962	148	16	158.745	0.080
search para	962	148	148	158.745	0.736
secundarios que	962	148	132	158.745	0.657
unión de	962	148	27	158.745	0.134
y antecedentes	962	148	130	158.745	0.647
la edad	975	147	74	157.672	0.368
para encontrar	975	147	100	157.672	0.498
que lo	975	147	96	157.672	0.478
que muestra	975	147	98	157.672	0.488
recibieron tratamiento	975	147	130	157.672	0.647
se coloca	975	147	74	157.672	0.368
y a	975	147	79	157.672	0.393
y no	975	147	86	157.672	0.428
administración de	983	146	53	156.599	0.264
de peso	983	146	61	156.599	0.303
de protección	983	146	26	156.599	0.129
directamente en	983	146	73	156.599	0.363
enfermedad como	983	146	128	156.599	0.637
estadificación del	983	146	124	156.599	0.617
internet del	983	146	128	156.599	0.637
la muestra	983	146	72	156.599	0.358
se crean	983	146	108	156.599	0.537
tumores que	983	146	54	156.599	0.269
una luz	983	146	72	156.599	0.358
al encéfalo	994	145	34	155.527	0.169
de pd	994	145	28	155.527	0.139
importantes el	994	145	132	155.527	0.657
imágenes se	994	145	110	155.527	0.547
la fatiga	994	145	4	155.527	0.020
llama factor	994	145	119	155.527	0.592
material radiactivo	994	145	62	155.527	0.308
que puede	994	145	99	155.527	0.493
recidive vuelva	994	145	121	155.527	0.602
tienen un	994	145	68	155.527	0.338
y usted	994	145	73	155.527	0.363
cuando los	1005	144	106	154.454	0.527
disminuir el	1005	144	84	154.454	0.418
infección por	1005	144	38	154.454	0.189
preguntas para	1005	144	144	154.454	0.716
que parezca	1005	144	128	154.454	0.637
se inserta	1005	144	49	154.454	0.244
usted apoyo	1005	144	72	154.454	0.358
y vómitos	1005	144	34	154.454	0.169
a otros	1013	143	97	153.382	0.483
basan en	1013	143	123	153.382	0.612
boca o	1013	143	110	153.382	0.547
conectada a	1013	143	112	153.382	0.557
del instituto	1013	143	130	153.382	0.647
dentro del	1013	143	62	153.382	0.308
dependen de	1013	143	101	153.382	0.502
detalladas de	1013	143	104	153.382	0.517
la investigación	1013	143	132	153.382	0.657
se basan	1013	143	123	153.382	0.612
se producen	1013	143	104	153.382	0.517
datos sobre	1024	142	127	152.309	0.632
de disminuir	1024	142	131	152.309	0.652
depende de	1024	142	80	152.309	0.398
dirigida al	1024	142	32	152.309	0.159
emisión de	1024	142	78	152.309	0.388
muestra el	1024	142	67	152.309	0.333
no recibieron	1024	142	128	152.309	0.637
radioterapia y	1024	142	89	152.309	0.443
tardíos del	1024	142	59	152.309	0.294
células anormales	1033	141	51	151.236	0.254
de mm	1033	141	10	151.236	0.050
decisiones acerca	1033	141	112	151.236	0.557
el recuadro	1033	141	72	151.236	0.358
el tórax	1033	141	63	151.236	0.313
muertes por	1033	141	104	151.236	0.517
aumenta el	1039	140	55	150.164	0.274
célula cancerosa	1039	140	68	150.164	0.338
dentro de	1039	140	64	150.164	0.318
mejor que	1039	140	128	150.164	0.637
otros ensayos	1039	140	136	150.164	0.677
su multiplicación	1039	140	109	150.164	0.542
síntomas del	1039	140	57	150.164	0.284
tener una	1039	140	113	150.164	0.562
toman datos	1039	140	126	150.164	0.627
ángulos diferentes	1039	140	109	150.164	0.542
áreas cercanas	1039	140	101	150.164	0.502
de haz	1050	139	89	149.091	0.443
divide en	1050	139	54	149.091	0.269
el laboratorio	1050	139	68	149.091	0.338
formas de	1050	139	67	149.091	0.333
hay ensayos	1050	139	134	149.091	0.667
las decisiones	1050	139	123	149.091	0.612
otras pruebas	1050	139	113	149.091	0.562
quimioterapia la	1050	139	118	149.091	0.587
son más	1050	139	104	149.091	0.517
vesícula biliar	1050	139	12	149.091	0.060
clínico en	1060	138	83	148.019	0.413
cáncer pero	1060	138	110	148.019	0.547
de estos	1060	138	73	148.019	0.363
de positrones	1060	138	76	148.019	0.378
del recto	1060	138	18	148.019	0.090
ensayos se	1060	138	129	148.019	0.642
importantes hay	1060	138	138	148.019	0.687
información adicional	1060	138	138	148.019	0.687
la mucosa	1060	138	14	148.019	0.070
máquina que	1060	138	103	148.019	0.512
por emisión	1060	138	78	148.019	0.388
pulmón de	1060	138	13	148.019	0.065
se unen	1060	138	64	148.019	0.318
sin embargo	1060	138	78	148.019	0.388
una parte	1060	138	69	148.019	0.343
del diagnóstico	1075	137	63	146.946	0.313
la garganta	1075	137	45	146.946	0.224
las que	1075	137	87	146.946	0.433
también hay	1075	137	132	146.946	0.657
tc procedimiento	1075	137	107	146.946	0.532
tomografía por	1075	137	76	146.946	0.378
capa muscular	1081	136	22	145.873	0.109
consumo de	1081	136	36	145.873	0.179
del ojo	1081	136	11	145.873	0.055
en muchas	1081	136	125	145.873	0.622
forma más	1081	136	107	145.873	0.532
normal de	1081	136	66	145.873	0.328
tumor es	1081	136	48	145.873	0.239
de ciertas	1088	135	76	144.801	0.378
disemine desde	1088	135	67	144.801	0.333
el futuro	1088	135	132	144.801	0.657
estándar el	1088	135	113	144.801	0.562
las concentraciones	1088	135	50	144.801	0.249
las áreas	1088	135	98	144.801	0.488
los cuidan	1088	135	126	144.801	0.627
muchas partes	1088	135	124	144.801	0.617
niños y	1088	135	62	144.801	0.308
se llevan	1088	135	125	144.801	0.622
un factor	1088	135	106	144.801	0.527
un instrumento	1088	135	65	144.801	0.323
adicional sobre	1100	134	134	143.728	0.667
encuentran en	1100	134	94	143.728	0.468
enfermedad es	1100	134	88	143.728	0.438
exploración por	1100	134	107	143.728	0.532
lado del	1100	134	30	143.728	0.149
relacionado con	1100	134	43	143.728	0.214
tinte en	1100	134	105	143.728	0.522
un área	1100	134	48	143.728	0.239
vías biliares	1100	134	7	143.728	0.035
ciertas sustancias	1109	133	73	142.656	0.363
crear una	1109	133	104	142.656	0.517
de cualquier	1109	133	37	142.656	0.184
del carcinoma	1109	133	24	142.656	0.119
el torrente	1109	133	92	142.656	0.458
las trompas	1109	133	20	142.656	0.100
llama tomografía	1109	133	109	142.656	0.542
los alimentos	1109	133	48	142.656	0.239
luz y	1109	133	67	142.656	0.333
microscopio y	1109	133	82	142.656	0.408
o que	1109	133	74	142.656	0.368
se formó	1109	133	61	142.656	0.303
tratamientos estándar	1109	133	124	142.656	0.617
y radioterapia	1109	133	41	142.656	0.204
a tratamientos	1123	132	118	141.583	0.587
capa de	1123	132	33	141.583	0.164
causa el	1123	132	101	141.583	0.502
cm un	1123	132	20	141.583	0.100
cm una	1123	132	20	141.583	0.100
computadora conectada	1123	132	109	141.583	0.542
con quimioterapia	1123	132	60	141.583	0.299
cáncer preguntas	1123	132	131	141.583	0.652
medicamentos que	1123	132	61	141.583	0.303
observa el	1123	132	73	141.583	0.363
relacionados con	1123	132	60	141.583	0.299
se extirpan	1123	132	43	141.583	0.214
tomografía axial	1123	132	109	141.583	0.542
un grupo	1123	132	63	141.583	0.313
axial computarizada	1137	131	108	140.510	0.537
aún no	1137	131	121	140.510	0.602
complementaria y	1137	131	26	140.510	0.129
con animales	1137	131	21	140.510	0.104
crean con	1137	131	105	140.510	0.522
de tumor	1137	131	43	140.510	0.214
desde ángulos	1137	131	109	140.510	0.542
el colon	1137	131	30	140.510	0.149
el virus	1137	131	35	140.510	0.174
información del	1137	131	127	140.510	0.632
información para	1137	131	128	140.510	0.637
medicina complementaria	1137	131	26	140.510	0.129
un signo	1137	131	74	140.510	0.368
y alternativa	1137	131	26	140.510	0.129
alrededor de	1151	130	75	139.438	0.373
con radioterapia	1151	130	57	139.438	0.284
de radio	1151	130	107	139.438	0.532
diferentes las	1151	130	108	139.438	0.537
in situ	1151	130	44	139.438	0.219
se deben	1151	130	67	139.438	0.333
usa en	1151	130	107	139.438	0.532
alrededor del	1158	129	86	138.365	0.428
cualquier signo	1158	129	125	138.365	0.622
la mejor	1158	129	126	138.365	0.627
nuestra página	1158	129	126	138.365	0.627
que aún	1158	129	121	138.365	0.602
tejidos se	1158	129	104	138.365	0.517
unen a	1158	129	61	138.365	0.303
cerca del	1165	128	57	137.293	0.284
ciertos tipos	1165	128	66	137.293	0.328
de crear	1165	128	102	137.293	0.507
del país	1165	128	122	137.293	0.607
e identificar	1165	128	124	137.293	0.617
muchos de	1165	128	126	137.293	0.627
o exploración	1165	128	106	137.293	0.527
otros recursos	1165	128	127	137.293	0.632
parte superior	1165	128	66	137.293	0.328
por tac	1165	128	107	137.293	0.532
que rodea	1165	128	56	137.293	0.279
se ingiere	1165	128	105	137.293	0.522
un equipo	1165	128	62	137.293	0.308
cáncer recidive	1178	127	120	136.220	0.597
dirigida a	1178	127	64	136.220	0.318
dolor en	1178	127	62	136.220	0.308
identificar cualquier	1178	127	123	136.220	0.612
los sobrevivientes	1178	127	13	136.220	0.065
tomografía computadorizada	1178	127	107	136.220	0.532
clínicos no	1184	126	125	135.147	0.622
cáncer recidivó	1184	126	112	135.147	0.557
